complaint_id,date_filed,category,narrative,state,channel,status,resolution_days
C001933,2026-06-27,Account Opening / KYC,Repeated requests for KYC documents already submitted. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Haryana,Website,Resolved,7
C001934,2025-01-27,Fraud / Unauthorized Transactions,Money debited without my consent. Someone used my UPI ID to transfer Rs 25000 without my knowledge or consent.,Rajasthan,Website,Closed - No Action,6
C001935,2025-11-25,Loan / Credit,Incorrect interest calculation on my loan account. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Punjab,Call Centre,Pending,
C001936,2025-11-10,Charges / Fees,Unexplained deduction of maintenance charges. SMS alert charges of Rs 4999 were deducted even though I have not used the SMS alert facility.,Maharashtra,Website,Pending,
C001937,2026-05-11,Charges / Fees,Unexplained deduction of maintenance charges. My account statement shows multiple charges of Rs 50000 that were never explained to me.,West Bengal,Website,Resolved,12
C001938,2025-08-04,ATM / Card Issues,ATM did not dispense cash but amount debited. I was charged twice for a single annual card fee this quarter.,Maharashtra,Call Centre,Resolved,19
C001939,2025-07-27,Loan / Credit,EMI deducted twice in the same month. My EMI of Rs 15000 was deducted twice from my account in the same billing cycle.,Odisha,Branch,Resolved,8
C001940,2025-09-01,Charges / Fees,Excess GST charged on banking fees. I was charged Rs 10000 as account maintenance charges without prior intimation.,Rajasthan,Call Centre,Escalated,
C001941,2025-10-18,Fraud / Unauthorized Transactions,Fraudulent transaction on my RuPay debit card. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 500 without my authorization.,Punjab,Mobile App,Closed - No Action,3
C001942,2026-06-26,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. My account was compromised and Rs 7500 was withdrawn through an ATM I never visited.,Rajasthan,Website,Closed - No Action,14
C001943,2025-10-06,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 50000 without my authorization.,Karnataka,Website,Resolved,14
C001944,2025-05-21,Digital Banking / UPI,Fund transfer stuck in pending status. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Punjab,Email,Closed - No Action,1
C001945,2026-03-02,Account Opening / KYC,"Nominee details not updated despite request. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Rajasthan,Website,Escalated,
C001946,2026-05-20,Account Opening / KYC,Repeated requests for KYC documents already submitted. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Madhya Pradesh,Call Centre,Pending,
C001947,2026-01-08,Customer Service,Unable to reach relationship manager. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,West Bengal,Website,Escalated,
C001948,2025-05-02,Loan / Credit,EMI deducted twice in the same month. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Punjab,Email,Closed - No Action,4
C001949,2025-02-13,Loan / Credit,Incorrect interest calculation on my loan account. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Bihar,Branch,Resolved,6
C001950,2025-11-21,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 3000 from my account. Someone used my UPI ID to transfer Rs 3000 without my knowledge or consent.,Uttar Pradesh,Call Centre,Resolved,17
C001951,2026-03-12,Loan / Credit,Credit score impacted due to incorrect reporting. I was charged foreclosure charges of Rs 15000 that were never explained to me when I took the loan.,Tamil Nadu,Call Centre,Resolved,10
C001952,2026-05-18,Charges / Fees,Hidden charges on account statement. The GST charged on my banking fees this month is higher than the applicable rate.,Haryana,Branch,Resolved,11
C001953,2025-06-03,Account Opening / KYC,Account frozen due to KYC mismatch. My re-KYC request submitted online has not been processed for over a month.,Delhi,Call Centre,Pending,
C001954,2025-08-03,Charges / Fees,Minimum balance penalty despite maintaining balance. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Haryana,Branch,Closed - No Action,12
C001955,2025-03-06,Customer Service,Branch staff misbehavior during visit. I was treated rudely by the branch staff when I visited to resolve my account issue.,Bihar,Branch,Resolved,10
C001956,2025-03-02,Charges / Fees,Excess GST charged on banking fees. I was charged Rs 500 as account maintenance charges without prior intimation.,Karnataka,Email,Resolved,11
C001957,2026-04-20,Loan / Credit,Loan foreclosure charges not disclosed. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Madhya Pradesh,Branch,Resolved,9
C001958,2026-04-12,Charges / Fees,Excess GST charged on banking fees. I was charged Rs 15000 as account maintenance charges without prior intimation.,Rajasthan,Call Centre,Resolved,11
C001959,2026-01-24,Loan / Credit,Delay in loan disbursement. I was charged foreclosure charges of Rs 7500 that were never explained to me when I took the loan.,Bihar,Mobile App,Resolved,14
C001960,2026-01-27,Loan / Credit,Credit score impacted due to incorrect reporting. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Madhya Pradesh,Branch,Escalated,
C001961,2025-07-06,Customer Service,No response from customer care for over a week. I have been unable to reach my assigned relationship manager despite repeated attempts.,Maharashtra,Email,Pending,
C001962,2026-03-30,ATM / Card Issues,Card blocked without any prior notice. My prepaid card was blocked suddenly and I was not informed of the reason despite calling customer care.,Kerala,Branch,Escalated,
C001963,2025-07-06,Digital Banking / UPI,UPI transaction failed but amount debited. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Bihar,Branch,Resolved,2
C001964,2025-12-01,Customer Service,No response from customer care for over a week. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Bihar,Mobile App,Pending,
C001965,2025-05-28,Customer Service,Unable to reach relationship manager. I have been unable to reach my assigned relationship manager despite repeated attempts.,Delhi,Call Centre,Resolved,5
C001966,2025-07-28,Customer Service,Unable to reach relationship manager. I have been unable to reach my assigned relationship manager despite repeated attempts.,Maharashtra,Email,Resolved,13
C001967,2026-02-07,Customer Service,Branch staff misbehavior during visit. I was treated rudely by the branch staff when I visited to resolve my account issue.,Uttar Pradesh,Website,Resolved,7
C001968,2025-04-30,Loan / Credit,Credit score impacted due to incorrect reporting. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Haryana,Website,Resolved,1
C001969,2026-03-27,Account Opening / KYC,Nominee details not updated despite request. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Uttar Pradesh,Call Centre,Resolved,12
C001970,2025-04-26,ATM / Card Issues,Card declined despite sufficient balance. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Delhi,Website,Resolved,6
C001971,2025-01-29,Digital Banking / UPI,Mobile banking app not reflecting correct balance. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Punjab,Mobile App,Escalated,
C001972,2025-07-12,ATM / Card Issues,ATM did not dispense cash but amount debited. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Odisha,Mobile App,Resolved,1
C001973,2026-06-16,Loan / Credit,Credit score impacted due to incorrect reporting. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Telangana,Branch,Resolved,13
C001974,2026-02-08,Customer Service,Branch staff misbehavior during visit. I was treated rudely by the branch staff when I visited to resolve my account issue.,Punjab,Mobile App,Closed - No Action,4
C001975,2026-02-02,ATM / Card Issues,Duplicate card charges applied. My RuPay debit card was blocked suddenly and I was not informed of the reason despite calling customer care.,Haryana,Website,Pending,
C001976,2025-03-10,Charges / Fees,Unexplained deduction of maintenance charges. My account statement shows multiple charges of Rs 50000 that were never explained to me.,Haryana,Website,Resolved,19
C001977,2025-06-21,Charges / Fees,SMS alert charges billed incorrectly. The GST charged on my banking fees this month is higher than the applicable rate.,Kerala,Website,Pending,
C001978,2025-07-23,Customer Service,No response from customer care for over a week. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Telangana,Website,Resolved,1
C001979,2026-03-02,ATM / Card Issues,ATM did not dispense cash but amount debited. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Rajasthan,Mobile App,Closed - No Action,16
C001980,2025-06-04,Digital Banking / UPI,Fund transfer stuck in pending status. My UPI transaction of Rs 1200 failed on the app but the amount was debited from my account and not reversed.,Maharashtra,Branch,Pending,
C001981,2025-05-23,ATM / Card Issues,ATM swallowed my debit card. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Bihar,Mobile App,Resolved,13
C001982,2025-05-13,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 1200 without my authorization.,Uttar Pradesh,Email,Closed - No Action,17
C001983,2025-08-08,ATM / Card Issues,Card blocked without any prior notice. My prepaid card was blocked suddenly and I was not informed of the reason despite calling customer care.,Bihar,Branch,Resolved,11
